"Name","id","Last Updated","Phone","Website/Social Media","Neighborhood","Category","Latitude","Longitude","Address","Notes","Sub-Category","Zipcode","Created time","Status","Donate","Source","Hours","Pickup Offered","Delivery Offered","Special Accommodation Hours","Delivery/Pickup Notes","MWBE","Instagram","Email","SNAP/EBT","WIC","Delivery Apps","Type of Service","Black Owned Business"
"Aegea",1940,"2020-06-03T04:00:00.000Z","7184234429","aegeagyros.com","Douglas Manor-Douglaston-Little Neck",,40.765626,-73.743994,"242-05 northern boulevard douglaston ny 11363",,"cafe",,"2020-06-03T22:54:19.000Z","Open",,"Katelyn","11am-10pm
",,,,,,,,,,"Grubhub/Seamless","delivery/takeout",
"All Star Wine & Liquor",1941,"2020-06-03T04:00:00.000Z","7188190388","https://allstar-wine-liquor-llc.business.site/","Douglas Manor-Douglaston-Little Neck",,40.766899,-73.738634,"248-12 Northern Boulevard Little Neck NY 11362",,,,"2020-06-03T22:54:19.000Z","Open","call to confirm","Katelyn","12-6pm Wed-Sun
",,,,,,,,,,,"pickup",
"Aunt Bella's",1942,"2020-06-03T04:00:00.000Z","7182254700","https://auntbellasln.wixsite.com/auntbellaslittleneck","Douglas Manor-Douglaston-Little Neck",,40.766994,-73.73634,"46-19 Marathon Parkway Little Neck NY 11362",,"cafe",,"2020-06-03T22:54:19.000Z","closed",,"Katelyn",,,,,,,,,,,,,
"Bean & Bean Cafe",1943,"2020-06-03T04:00:00.000Z","347-235-0534","https://www.beannbeancoffee.com/","Douglas Manor-Douglaston-Little Neck",,40.77051,-73.73614,"252-29 northern boulevard little neck ny 11362",,"cafe",,"2020-06-03T22:54:19.000Z","cafe closed but coffee available for shipping online",,"Katelyn",,,,,,,,,,,,"shipping",
"Best Garden Chinese Restaurant",1944,"2020-06-03T04:00:00.000Z","7186311888","https://www.bestgardendouglaston.com/#/","Douglas Manor-Douglaston-Little Neck",,40.765713,-73.744372,"44-35 douglaston parkway douglaston ny 11363",,"cafe",,"2020-06-03T22:54:19.000Z","closed",,"Katelyn",,,,,,,,,,,,,
"Boccocini",1945,"2020-06-03T04:00:00.000Z","718) 423-1192",,"Douglas Manor-Douglaston-Little Neck",,40.771909,-73.734777,"254-19 Northern Blvd, Little Neck, NY 11362",,"cafe",,"2020-06-03T22:54:19.000Z","open",,"Katelyn","11am-10pm
",,,,,,,,,,"Grubhub/Seamless","takeout/delivery",
"Cafe 1 of a Kind",1946,"2020-06-03T04:00:00.000Z","3474084780",,"Douglas Manor-Douglaston-Little Neck",,40.772427,-73.734348,"255-13 northern boulevard little neck ny 11362",,"cafe",,"2020-06-03T22:54:19.000Z","open",,"Katelyn","10am-6pm, closed Tuesday
",,,,,,,,,,,"takeout as of 5/1",
"Cai's Wine and Liquor",1947,"2020-06-03T04:00:00.000Z","7182259463","https://cais-winesliquors.business.site/","Douglas Manor-Douglaston-Little Neck",,40.771632,-73.735001,"254-13 Northern Boulevard Little Neck NY 11362",,,,"2020-06-03T22:54:19.000Z","closed",,"Katelyn",,,,,,,,,,,,,
"Carvel",1948,"2020-06-03T04:00:00.000Z","7182793832","https://www.carvel.com/ny/little-neck/2521-ice-cream","Douglas Manor-Douglaston-Little Neck",,40.760295,-73.731322,"249-00 Horace Harding Expressway Little Neck NY 11362",,"cafe",,"2020-06-03T22:54:19.000Z","open",,"Katelyn","11:30am-9:30pm
",,,,,,,,,,"UberEats","takeout",
"Centre Pizza",1949,"2020-06-03T04:00:00.000Z","(718) 229-9879","https://centrepizzeriany.com/","Douglas Manor-Douglaston-Little Neck",,40.765209,-73.725747,"254-25 Horace Harding Expy, Little Neck, NY 11362",,"pizza",,"2020-06-03T22:54:19.000Z","open",,"Katelyn","11am-8pm
",,,,,,,,,,,"takeout/delivery",
"Chase",1950,"2020-06-03T04:00:00.000Z","7184233203",,"Douglas Manor-Douglaston-Little Neck",,40.77042,-73.73531,"252-34 Northern Boulevard Little Neck NY 11362",,"bank",,"2020-06-03T22:54:19.000Z","closed","safe deposit box access available","Katelyn",,,,,,,,,,,,,
"Chase",1951,"2020-06-03T04:00:00.000Z","7187674382",,"Douglas Manor-Douglaston-Little Neck",,40.759869,-73.731211,"56-21 Marathon Parkway Little Neck NY 11362",,"bank",,"2020-06-03T22:54:19.000Z","open",,"Katelyn","9:30am-4pm M-Fri, 9:30am-12pm Sat
",,,,,,,,,,,,
"Chipotle",1952,"2020-06-03T04:00:00.000Z","7182244220",,"Douglas Manor-Douglaston-Little Neck",,40.765209,-73.725747,"254-65 Horace Harding Expressway Little Neck NY 11362",,"cafe",,"2020-06-03T22:54:19.000Z","open",,"Katelyn","2pm-8pm
",,,,,,,,,,,"takeout/delivery",
"Cress Florist",1953,"2020-06-03T04:00:00.000Z","(718) 423-6255","http://cressflowers.com/","Douglas Manor-Douglaston-Little Neck",,40.766702,-73.738875,"248-02 Northern Blvd, Douglaston, NY 11362",,"florist",,"2020-06-03T22:54:19.000Z","open",,"Katelyn","call for deliveries
",,,,,,,,,,,"delivery",
"CVS Pharmacy",1954,"2020-06-03T04:00:00.000Z","(718) 225-0864",,"Douglas Manor-Douglaston-Little Neck",,40.765626,-73.743994,"242 24 Northern Blvd, Douglaston, NY 11363",,"pharmacy",,"2020-06-03T22:54:19.000Z","open",,"Katelyn","8am-8pm, Wednesday 9am-10am for vulnerable guests and caregivers
",,,,,,,,,,,,
"Dae Han Meat",1955,"2020-06-03T04:00:00.000Z","(718) 428-6750",,"Douglas Manor-Douglaston-Little Neck",,40.769703,-73.735943,"252-04 Northern Boulevard Little Neck NY 11362",,"grocery market",,"2020-06-03T22:54:19.000Z","open",,"Katelyn","9:30am-8pm
",,,,,,,,,,,"pickup",
"Dana Pharmacy",1956,"2020-06-03T04:00:00.000Z","7182243233",,"Douglas Manor-Douglaston-Little Neck",,40.766899,-73.738634,"248-12 Northern Boulevard Little Neck NY 11362",,"pharmacy",,"2020-06-03T22:54:19.000Z","open","call to confirm hours","Katelyn","9am-5pm Mon-Sat
",,,,,,,,,,,,
"Douglaston Delicatessen",1957,"2020-06-03T04:00:00.000Z","7186313353",,"Douglas Manor-Douglaston-Little Neck",,40.765959,-73.74468,"44-23 Douglaston Parkway Douglaston NY 11363",,"grocery market",,"2020-06-03T22:54:19.000Z","open",,"Katelyn","8am-7pm M-F, 8am-3pm Sat
",,,,,,,,,,"UberEats/Doordash/Grubhub","delivery/curbside pickup",
"Douglaston Liquors & Wine",1958,"2020-06-03T04:00:00.000Z","7182240100",,"Douglas Manor-Douglaston-Little Neck",,40.765618,-73.744288,"44-41 douglaston parkway douglaston ny 11363",,,,"2020-06-03T22:54:19.000Z","open",,"Katelyn","10am-7:30pm M-Sat, 12-7pm Sun.
",,,,,,,,,,"Drizly","pickup/delivery",
"Dragon Express",1959,"2020-06-03T04:00:00.000Z","7184285500",,"Douglas Manor-Douglaston-Little Neck",,40.767557,-73.748038,"42-36 235th st douglaston ny 11363",,"cafe",,"2020-06-03T22:54:19.000Z","open",,"Katelyn","2pm-8pm delivery, 11am-8pm takeout
",,,,,,,,,,"Seamless/Grubhub","takeout/delivery",
"Duane Reade",1960,"2020-06-03T04:00:00.000Z","(718) 747-0180",,"Douglas Manor-Douglaston-Little Neck",,40.760572,-73.730748,"24946 Horace Harding Expy, Queens, NY 11362",,"pharmacy",,"2020-06-03T22:54:19.000Z","open",,"Katelyn","9am-9pm
",,,,,,,,,,,,
"Dunkin",1961,"2020-06-03T04:00:00.000Z","7182250513",,"Douglas Manor-Douglaston-Little Neck",,40.767427,-73.739129,"248-09 Northern Boulevard Little Neck NY 11362",,"cafe",,"2020-06-03T22:54:19.000Z","open",,"Katelyn","7am-2pm
",,,,,,,,,,,"mobile order pickup/drivethrough",
"East Coast Fishing",1962,"2020-06-03T04:00:00.000Z","7186312196","https://www.fishingeastcoast.com/","Douglas Manor-Douglaston-Little Neck",,40.771756,-73.734201,"254-20 Northern Boulevard Little Neck NY 11362",,"fishing",,"2020-06-03T22:54:19.000Z","open",,"Katelyn","call for appointment
",,,,,,,,,,,"pickup",
"Fairway",1963,"2020-06-03T04:00:00.000Z","(718) 423-2100",,"Douglas Manor-Douglaston-Little Neck",,40.754659,-73.738534,"242-02 61st Ave, Douglaston, NY 11362",,"grocery market",,"2020-06-03T22:54:19.000Z","open",,"Katelyn","8am-11pm
",,,,,,,,,,,,
"Fancy Doggy",1964,"2020-06-03T04:00:00.000Z","7184280717","https://fancy-doggy.business.site/","Douglas Manor-Douglaston-Little Neck",,40.768445,-73.737911,"249-15 Northern Boulevard Little Neck NY 11362",,"pet store",,"2020-06-03T22:54:19.000Z","open 5/6 & 5/9",,"Katelyn","5/6 & 5/9 by appointment only
",,,,,,,,,,,,
"Five Guys",1965,"2020-06-03T04:00:00.000Z","7186312100","https://order.fiveguys.com/menu/little-neck/","Douglas Manor-Douglaston-Little Neck",,40.765209,-73.725747,"25455 Horace Harding Expy, Queens, NY 11362",,"cafe",,"2020-06-03T22:54:19.000Z","open",,"Katelyn","11am-10pm
",,,,,,,,,,"UberEats/Grubhub/Seamless/Postmates","takeout/delivery",
"Florist Nabi",1966,"2020-06-03T04:00:00.000Z","7182869920",,"Douglas Manor-Douglaston-Little Neck",,40.765771,-73.744489,"44-29 Douglaston Parkway Douglaston NY 11363",,"florist",,"2020-06-03T22:54:19.000Z","open",,"Katelyn","2pm-7pm M-F, 9am-7pm Sat
",,,,,,,,,,,"pickup",
"Gong Cha",1967,"2020-06-03T04:00:00.000Z","9174441637","https://www.gongchausa.com/ny-little-neck","Douglas Manor-Douglaston-Little Neck",,40.769958,-73.736472,"252-01 Northern Boulevard",,"cafe",,"2020-06-03T22:54:19.000Z","closed",,"Katelyn",,,,,,,,,,,,,
"Greek Islands",1968,"2020-06-03T04:00:00.000Z","7182795922",,"Douglas Manor-Douglaston-Little Neck",,40.771194,-73.735412,"253-17 northern boulevard little neck ny 11362",,"cafe",,"2020-06-03T22:54:19.000Z","open","call to confirm","Katelyn","12pm-9pm
",,,,,,,,,,"UberEats","takeout/delivery",
"HRC Home Reno Concept",1969,"2020-06-03T04:00:00.000Z","7188198663",,"Douglas Manor-Douglaston-Little Neck",,40.768432,-73.737987,"249-13 Northern Boulevard Little Neck NY 11362",,"home improvement",,"2020-06-03T22:54:19.000Z","open",,"Katelyn","by appointment only
",,,,,,,,,,,,
"Hui lau shan",1970,"2020-06-03T04:00:00.000Z","(347) 235-4642",,"Douglas Manor-Douglaston-Little Neck",,40.772028,-73.733965,"255-06 Northern Blvd, Flushing, NY 11362",,"cafe",,"2020-06-03T22:54:19.000Z","closed",,"Katelyn",,,,,,,,,,,,,
"Il Bacco",1971,"2020-06-03T04:00:00.000Z","7182247657","http://ilbaccoristorante.com/","Douglas Manor-Douglaston-Little Neck",,40.771021,-73.734556,"253-24 northern boulevard little neck ny 11362",,"cafe",,"2020-06-03T22:54:19.000Z","closed","gift cards available for purchase at http://ilbaccoristorante.com/shop/","Katelyn",,,,,,,,,,,,,
"Il Sapore",1972,"2020-06-03T04:00:00.000Z","7182248009",,"Douglas Manor-Douglaston-Little Neck",,40.766101,-73.744854,"44-17 douglaston parkway douglaston ny 11363",,"pizza",,"2020-06-03T22:54:19.000Z","reopening 5/4","call for updates","Katelyn","call for hours
",,,,,,,,,,,"delivery/takeout",
"Il Toscano",1973,"2020-06-03T04:00:00.000Z","(718) 631-0300","http://iltoscanony.com/","Douglas Manor-Douglaston-Little Neck",,40.768354,-73.74841,"42-05 235th St, Douglaston, NY 11363",,"cafe",,"2020-06-03T22:54:19.000Z","closed except for Mother's day","Offering curbside pickup on Mother's Day special menu - must preorder by 5/8","Katelyn",,,,,,,,,,,,,
"Jian Restaurant",1974,"2020-06-03T04:00:00.000Z","(718) 229-1503","https://www.jianrestaurant.com/","Douglas Manor-Douglaston-Little Neck",,40.765209,-73.725747,"25435 Horace Harding Expy, Little Neck, NY 11362",,"cafe",,"2020-06-03T22:54:19.000Z","closed","call to confirm ","Katelyn",,,,,,,,,,,,,
"Jimmy's Shoe Repair",1975,"2020-06-03T04:00:00.000Z","7188067045",,"Douglas Manor-Douglaston-Little Neck",,40.768903,-73.748822,"40-47 235th St, Douglaston, NY 11363",,,,"2020-06-03T22:54:19.000Z","open",,"Katelyn","8:30am-6pm
",,,,,,,,,,,,
"Joe's Pizza",1976,"2020-06-03T04:00:00.000Z","(718) 229-1300","https://www.joespizzapastany.com/","Douglas Manor-Douglaston-Little Neck",,40.760572,-73.730748,"5607 Marathon Pkwy, Little Neck, NY 11362",,"pizza",,"2020-06-03T22:54:19.000Z","open",,"Katelyn","12pm-6:30pm
",,,,,,,,,,"Grubhub","takeout/delivery",
"Kebab House",1977,"2020-06-03T04:00:00.000Z","7182255318",,"Douglas Manor-Douglaston-Little Neck",,40.772245,-73.734506,"255-05 Northern Boulevard Little Neck NY 11362",,"cafe",,"2020-06-03T22:54:19.000Z","open",,"Katelyn","11am-8pm
",,,,,,,,,,"Grubhub/Seamless/UberEats","takeout/delivery",
"King Wok",1978,"2020-06-03T04:00:00.000Z","(718) 229-8828",,"Douglas Manor-Douglaston-Little Neck",,40.767761,-73.738745,"24825 Northern Blvd # 1I, Douglaston, NY 11362",,"cafe",,"2020-06-03T22:54:19.000Z","open",,"Katelyn","11am-10:30pm M-Sat
",,,,,,,,,,"Postmates","takeout/delivery",
"La Baraka",1979,"2020-06-03T04:00:00.000Z","7184281461","http://labarakarest.com/","Douglas Manor-Douglaston-Little Neck",,40.772337,-73.734426,"255-09 Northern Boulevard Little Neck NY 11362",,"cafe",,"2020-06-03T22:54:19.000Z","open",,"Katelyn","3-6pm Thurs-Sat
",,,,,,,,,,,"takeout",
"La Grotta",1980,"2020-06-03T04:00:00.000Z","(718) 224-8899","lagrottarestaurant.com","Douglas Manor-Douglaston-Little Neck",,40.771585,-73.734393,"25412 Northern Blvd, Little Neck, NY 11362",,"cafe",,"2020-06-03T22:54:19.000Z","closed",,"Katelyn",,,,,,,,,,,,,
"Lima 33",1981,"2020-06-03T04:00:00.000Z","718) 225-4949",,"Douglas Manor-Douglaston-Little Neck",,40.771585,-73.734393,"254-04 Northern Blvd, Little Neck, NY 11362",,"cafe",,"2020-06-03T22:54:19.000Z","open as of 5/1",,"Katelyn","12pm-10:30pm
",,,,,,,,,,"Doordash/Grubhub","takeout",
"Little Dumpling",1982,"2020-06-03T04:00:00.000Z","7182251178","https://www.littledumplingny.com/","Douglas Manor-Douglaston-Little Neck",,40.769999,-73.735519,"252-20 Northern Boulevard Little Neck NY 11362",,"cafe",,"2020-06-03T22:54:19.000Z","closed",,"Katelyn",,,,,,,,,,,,,
"Little Neck Drug Store",1983,"2020-06-03T04:00:00.000Z","(718) 631-8787","https://www.greatnecklittleneckdrugstore.com/","Douglas Manor-Douglaston-Little Neck",,40.770127,-73.736401,"252-11 Northern Blvd, Little Neck, NY 11362",,"pharmacy",,"2020-06-03T22:54:19.000Z","open",,"Katelyn","M-Sat 9am-5pm
",,,,,,,,,,,,
"Little Neck Laundromat",1984,"2020-06-03T04:00:00.000Z","718) 281-0603",,"Douglas Manor-Douglaston-Little Neck",,40.769958,-73.736472,"25201 Northern Blvd #3, Little Neck, NY 11362",,"laundromat",,"2020-06-03T22:54:19.000Z","open",,"Katelyn","10am-6pm beginning 5/4, closed Thursdays
",,,,,,,,,,,"dropoff",
"Little Neck Wine & Liquor",1985,"2020-06-03T04:00:00.000Z","7182294600",,"Douglas Manor-Douglaston-Little Neck",,40.764621,-73.726387,"254-39 Horace Harding Expressway Little Neck NY 11362",,,,"2020-06-03T22:54:19.000Z","open",,"Katelyn","call to confirm hours
",,,,,,,,,,,,
"Little Saigon Pho",1986,"2020-06-03T04:00:00.000Z","(718) 631-8000","https://www.littlesaigoncuisineny.com/","Douglas Manor-Douglaston-Little Neck",,40.771002,-73.735542,"25309 Northern Blvd, Little Neck, NY 11362",,"cafe",,"2020-06-03T22:54:19.000Z","open",,"Katelyn","12pm-8pm
",,,,,,,,,,"Doordash","takeout/delivery",
"LN1380",1987,"2020-06-03T04:00:00.000Z","7182799888","https://www.ln1380.com/","Douglas Manor-Douglaston-Little Neck",,40.769197,-73.737038,"251-03 Northern Boulevard Little Neck NY 11362",,"cafe",,"2020-06-03T22:54:20.000Z","open",,"Katelyn","11am-8pm
",,,,,,,,,,,"takeout",
"Lovely Doggy",1988,"2020-06-03T04:00:00.000Z","7182252678",,"Douglas Manor-Douglaston-Little Neck",,40.766899,-73.738634,"248-12 Northern Boulevard Little Neck NY 11362",,"pet store",,"2020-06-03T22:54:20.000Z","open",,"Katelyn","call to confirm hours
",,,,,,,,,,,,
"LSE Douglaston Laundromat",1989,"2020-06-03T04:00:00.000Z","7182241911",,"Douglas Manor-Douglaston-Little Neck",,40.766054,-73.744796,"44-19 Douglaston Parkway Douglaston NY 11363",,"laundromat",,"2020-06-03T22:54:20.000Z","open",,"Katelyn","8am-5pm Tues, Thurs, Sat
",,,,,,,,,,,"dropoff",
"Marathon Food Shop",1990,"2020-06-03T04:00:00.000Z","(718) 229-1711",,"Douglas Manor-Douglaston-Little Neck",,40.768518,-73.7378,"24919 Northern Blvd, Little Neck, NY 11362",,"grocery market",,"2020-06-03T22:54:20.000Z","open","call to confirm hours","Katelyn","6am-3pm
",,,,,,,,,,,"curbside pickup",
"McDonald's ",1991,"2020-06-03T04:00:00.000Z","7182297701",,"Douglas Manor-Douglaston-Little Neck",,40.768898,-73.737548,"250-01 Northern Boulevard Little Neck NY 11362",,"cafe",,"2020-06-03T22:54:20.000Z","open",,"Katelyn","24 hours
",,,,,,,,,,"UberEats","takeout/delivery",
"Moduna Pharmacy",1992,"2020-06-03T04:00:00.000Z","5164415400",,"Douglas Manor-Douglaston-Little Neck",,40.771295,-73.73455,"253-34 Northern Boulevard Little Neck NY 11362",,"pharmacy",,"2020-06-03T22:54:20.000Z","open",,"Katelyn","9am-7pm Mon-Fri, 10am-5pm Sat/Sun
",,,,,,,,,,,,
"Mom's Touch",1993,"2020-06-03T04:00:00.000Z","(718) 225-2545",,"Douglas Manor-Douglaston-Little Neck",,40.771847,-73.734122,"254-24 Northern Blvd, Little Neck, NY 11362",,"cafe",,"2020-06-03T22:54:20.000Z","open",,"Katelyn","11am-8pm, closed Monday & Tuesday
",,,,,,,,,,,"takeout/delivery",
"Moo Shu",1994,"2020-06-03T04:00:00.000Z","(718) 224-3288","https://mooshuducktogo.com/","Douglas Manor-Douglaston-Little Neck",,40.771086,-73.73547,"253-13 Northern Boulevard Little Neck NY 11362",,"cafe",,"2020-06-03T22:54:20.000Z","open",,"Katelyn","11am-9:30pm, closed Tuesdsys
",,,,,,,,,,,"takeout",
"Nature Farm",1995,"2020-06-03T04:00:00.000Z","(718) 281-1183",,"Douglas Manor-Douglaston-Little Neck",,40.760572,-73.730748,"249-26 Horace Harding Expy, Little Neck, NY 11362",,"grocery market",,"2020-06-03T22:54:20.000Z","open",,"Katelyn","9am-3pm
",,,,,,,,,,,,
"New Polo Deli",1996,"2020-06-03T04:00:00.000Z","7184283030",,"Douglas Manor-Douglaston-Little Neck",,40.76947,-73.736168,"251-30 northern boulevard little neck ny 11362",,"grocery market",,"2020-06-03T22:54:20.000Z","open",,"Katelyn","call to confirm hours
",,,,,,,,,,,,
"North Shore Sound and Vision",1997,"2020-06-03T04:00:00.000Z","7182240044",,"Douglas Manor-Douglaston-Little Neck",,40.771891,-73.734084,"254-26 Northern Boulevard Little Neck NY 11362",,"electronics",,"2020-06-03T22:54:20.000Z","closed",,"Katelyn",,,,,,,,,,,,,
"Northern Manor",1998,"2020-06-03T04:00:00.000Z","(718) 281-1500","http://www.northernmanor.us/","Douglas Manor-Douglaston-Little Neck",,40.769464,-73.73688,"251-15 Northern Blvd, Little Neck, NY 11362",,"cafe",,"2020-06-03T22:54:20.000Z","open",,"Katelyn","11am-8pm
",,,,,,,,,,,"takeout",
"Panera Bread",1999,"2020-06-03T04:00:00.000Z","7182246320",,"Douglas Manor-Douglaston-Little Neck",,40.764786,-73.725994,"254-41 Horace Harding Expressway Little Neck NY 11362",,"cafe",,"2020-06-03T22:54:20.000Z","open",,"Katelyn","6am-8pm
",,,,,,,,,,,"mobile order/delivery",
"Parkway Diner",2000,"2020-06-03T04:00:00.000Z","7182240101","parkwaydinernyc.com","Douglas Manor-Douglaston-Little Neck",,40.76591,-73.744621,"44-25 douglaston parkway douglaston ny 11363",,"cafe",,"2020-06-03T22:54:20.000Z","open",,"Katelyn","9am-8pm
",,,,,,,,,,"Grubhub/UberEats/Doordash","takeout/delivery",
"Personal Touch Dry Cleaner",2001,"2020-06-03T04:00:00.000Z","7184230015",,"Douglas Manor-Douglaston-Little Neck",,40.768903,-73.748822,"40-43 235th Street Douglaston NY 11363",,"laundromat",,"2020-06-03T22:54:20.000Z","open",,"Katelyn","8am-3pm Tues-Sat
",,,,,,,,,,,"dropoff",
"Petco",2002,"2020-06-03T04:00:00.000Z","7182250342","https://stores.petco.com/ny/littleneck/pet-supplies-littleneck-ny-3764.html","Douglas Manor-Douglaston-Little Neck",,40.765044,-73.725667,"254-51 Horace Harding Expressway Little Nekc NY 11362",,"pet store",,"2020-06-03T22:54:20.000Z","open",,"Katelyn","10am-6pm
",,,,,,,,,,,"curbside pickup",
"QQ Noodle House",2003,"2020-06-03T04:00:00.000Z","(718) 819-8205","https://www.qqnoodlehouseny.com/","Douglas Manor-Douglaston-Little Neck",,40.760289,-73.731369,"56-9 Marathon Pkwy, Little Neck, NY 11362",,"cafe",,"2020-06-03T22:54:20.000Z","closed","call to confirm","Katelyn",,,,,,,,,,,,,
"Queens county Savings Bank",2004,"2020-06-03T04:00:00.000Z","7182290535",,"Douglas Manor-Douglaston-Little Neck",,40.76971,-73.736603,"25131 Northern Boulevard Little Neck, NY 11362",,"bank",,"2020-06-03T22:54:20.000Z","open",,"Katelyn","M-F 9am-3pm, Sat 9am-1pm
",,,,,,,,,,,"drivethough/walkup window",
"Queens county Savings Bank",2005,"2020-06-03T04:00:00.000Z","7184236456",,"Douglas Manor-Douglaston-Little Neck",,40.764115,-73.726427,"254-09 Horace Harding Expressway Little Neck NY 11362",,"bank",,"2020-06-03T22:54:20.000Z","open",,"Katelyn","M-F 9am-3pm, Sat 9am-1pm
",,,,,,,,,,,"drivethough/walkup window",
"Red Lotus Cafe",2006,"2020-06-03T04:00:00.000Z","(718) 819-0288","http://www.redlotusbakery.com/","Douglas Manor-Douglaston-Little Neck",,40.772291,-73.734466,"25507 Northern Blvd #1461, Little Neck NY 11362",,"cafe",,"2020-06-03T22:54:20.000Z","open","call to confirm","Katelyn","9am-6pm
",,,,,,,,,,,"takeout",
"Rolly",2007,"2020-06-03T04:00:00.000Z","7182290113",,"Douglas Manor-Douglaston-Little Neck",,40.769958,-73.736472,"252-01 Northern Boulevard Little Neck NY 11362",,"cafe",,"2020-06-03T22:54:20.000Z","open",,"Katelyn","6am-8:30pm
",,,,,,,,,,"Doordash","takeout/delivery",
"Sakuma",2008,"2020-06-03T04:00:00.000Z","7188192158","http://www.sakumanyc.com/","Douglas Manor-Douglaston-Little Neck",,40.769138,-73.736389,"251-20 Northern Boulevard Little Neck NY 11362",,"cafe",,"2020-06-03T22:54:20.000Z","closed",,"Katelyn",,,,,,,,,,,,,
"SG Custom Sound",2009,"2020-06-03T04:00:00.000Z","7182245083",,"Douglas Manor-Douglaston-Little Neck",,40.768903,-73.748822,"40-33 235th Street Douglaston NY 11363",,"electronics",,"2020-06-03T22:54:20.000Z","open",,"Katelyn","10am-5pm Tues-Fri
",,,,,,,,,,,,
"Shanghai Dumpling",2010,"2020-06-03T04:00:00.000Z","7182298788","https://www.shanghaidumplinglittleneck.com/","Douglas Manor-Douglaston-Little Neck",,40.76838,-73.738027,"249-11 Northern Boulevard Little Neck NY 11362",,"cafe",,"2020-06-03T22:54:20.000Z","closed",,"Katelyn",,,,,,,,,,,,,
"Shinhan Bank",2011,"2020-06-03T04:00:00.000Z","7182817888",,"Douglas Manor-Douglaston-Little Neck",,40.769999,-73.735519,"252-20 Northern Boulevard Little Neck NY 11362",,"bank",,"2020-06-03T22:54:20.000Z","open",,"Katelyn","10am-3pm M-F
",,,,,,,,,,,,
"Sifu Chio",2012,"2020-06-03T04:00:00.000Z","7182297398",,"Douglas Manor-Douglaston-Little Neck",,40.769379,-73.736179,"251-28 Northern Boulevard Little Neck NY 11362",,"cafe",,"2020-06-03T22:54:20.000Z","closed",,"Katelyn",,,,,,,,,,,,,
"Slim's Bagels",2013,"2020-06-03T04:00:00.000Z","7186311345",,"Douglas Manor-Douglaston-Little Neck",,40.765209,-73.725747,"254-31 Horace Harding Expy, Little Neck, NY 11362",,"cafe",,"2020-06-03T22:54:20.000Z","not sure","call to confirm whether open or closed","Katelyn","call to confirm
",,,,,,,,,,,,
